"";"spol";"regija";"leto";"kriterij";"umrli"
"774";"Z";"PO";"2014";"povprecna.starost.umrlega";82,2
"775";"Z";"PO";"2015";"umrli.na.1000.prebivalcev";10,6
"776";"Z";"PO";"2015";"umrli.dojencki.na.1000.zivorojenih";3,9
"777";"Z";"PO";"2015";"povprecna.starost.umrlega";82,5
"778";"Z";"PO";"2016";"umrli.na.1000.prebivalcev";11,1
"779";"Z";"PO";"2016";"umrli.dojencki.na.1000.zivorojenih";8,3
"780";"Z";"PO";"2016";"povprecna.starost.umrlega";83,2
"781";"Z";"PO";"2017";"umrli.na.1000.prebivalcev";11,4
"782";"Z";"PO";"2017";"umrli.dojencki.na.1000.zivorojenih";4,1
"783";"Z";"PO";"2017";"povprecna.starost.umrlega";83,9
"784";"Z";"PO";"2018";"umrli.na.1000.prebivalcev";11,3
"785";"Z";"PO";"2018";"umrli.dojencki.na.1000.zivorojenih";0
"786";"Z";"PO";"2018";"povprecna.starost.umrlega";83
"787";"Z";"PO";"2019";"umrli.na.1000.prebivalcev";12,7
"788";"Z";"PO";"2019";"umrli.dojencki.na.1000.zivorojenih";8,4
"789";"Z";"PO";"2019";"povprecna.starost.umrlega";83,8
"790";"Z";"PO";"2020";"umrli.na.1000.prebivalcev";13,4
"791";"Z";"PO";"2020";"umrli.dojencki.na.1000.zivorojenih";4,4
"792";"Z";"PO";"2020";"povprecna.starost.umrlega";83,3
"793";"Z";"NG";"2010";"umrli.na.1000.prebivalcev";10,2
"794";"Z";"NG";"2010";"umrli.dojencki.na.1000.zivorojenih";3,2
"795";"Z";"NG";"2010";"povprecna.starost.umrlega";80,7
"796";"Z";"NG";"2011";"umrli.na.1000.prebivalcev";10,1
"797";"Z";"NG";"2011";"umrli.dojencki.na.1000.zivorojenih";4,8
"798";"Z";"NG";"2011";"povprecna.starost.umrlega";81,4
"799";"Z";"NG";"2012";"umrli.na.1000.prebivalcev";10,6
"800";"Z";"NG";"2012";"umrli.dojencki.na.1000.zivorojenih";4,7
"801";"Z";"NG";"2012";"povprecna.starost.umrlega";81,7
"802";"Z";"NG";"2013";"umrli.na.1000.prebivalcev";10,7
"803";"Z";"NG";"2013";"umrli.dojencki.na.1000.zivorojenih";0
"804";"Z";"NG";"2013";"povprecna.starost.umrlega";81,5
"805";"Z";"NG";"2014";"umrli.na.1000.prebivalcev";11,3
"806";"Z";"NG";"2014";"umrli.dojencki.na.1000.zivorojenih";3,4
"807";"Z";"NG";"2014";"povprecna.starost.umrlega";81,4
"808";"Z";"NG";"2015";"umrli.na.1000.prebivalcev";11,6
"809";"Z";"NG";"2015";"umrli.dojencki.na.1000.zivorojenih";0
"810";"Z";"NG";"2015";"povprecna.starost.umrlega";82,7
"811";"Z";"NG";"2016";"umrli.na.1000.prebivalcev";11,7
"812";"Z";"NG";"2016";"umrli.dojencki.na.1000.zivorojenih";5,8
"813";"Z";"NG";"2016";"povprecna.starost.umrlega";82,6
"814";"Z";"NG";"2017";"umrli.na.1000.prebivalcev";11,3
"815";"Z";"NG";"2017";"umrli.dojencki.na.1000.zivorojenih";0
"816";"Z";"NG";"2017";"povprecna.starost.umrlega";83,2
"817";"Z";"NG";"2018";"umrli.na.1000.prebivalcev";10,6
"818";"Z";"NG";"2018";"umrli.dojencki.na.1000.zivorojenih";2
"819";"Z";"NG";"2018";"povprecna.starost.umrlega";82,5
"820";"Z";"NG";"2019";"umrli.na.1000.prebivalcev";11,6
"821";"Z";"NG";"2019";"umrli.dojencki.na.1000.zivorojenih";0
"822";"Z";"NG";"2019";"povprecna.starost.umrlega";83,2
"823";"Z";"NG";"2020";"umrli.na.1000.prebivalcev";12,2
"824";"Z";"NG";"2020";"umrli.dojencki.na.1000.zivorojenih";0
"825";"Z";"NG";"2020";"povprecna.starost.umrlega";84,3
"826";"Z";"KP";"2010";"umrli.na.1000.prebivalcev";8,2
"827";"Z";"KP";"2010";"umrli.dojencki.na.1000.zivorojenih";7,1
"828";"Z";"KP";"2010";"povprecna.starost.umrlega";78,3
"829";"Z";"KP";"2011";"umrli.na.1000.prebivalcev";8,3
"830";"Z";"KP";"2011";"umrli.dojencki.na.1000.zivorojenih";0
"831";"Z";"KP";"2011";"povprecna.starost.umrlega";79,6
"832";"Z";"KP";"2012";"umrli.na.1000.prebivalcev";9,4
"833";"Z";"KP";"2012";"umrli.dojencki.na.1000.zivorojenih";6,9
"834";"Z";"KP";"2012";"povprecna.starost.umrlega";80,1
"835";"Z";"KP";"2013";"umrli.na.1000.prebivalcev";8,4
"836";"Z";"KP";"2013";"umrli.dojencki.na.1000.zivorojenih";6,2
"837";"Z";"KP";"2013";"povprecna.starost.umrlega";79,7
"838";"Z";"KP";"2014";"umrli.na.1000.prebivalcev";8,6
"839";"Z";"KP";"2014";"umrli.dojencki.na.1000.zivorojenih";0
"840";"Z";"KP";"2014";"povprecna.starost.umrlega";81,4
"841";"Z";"KP";"2015";"umrli.na.1000.prebivalcev";8,1
"842";"Z";"KP";"2015";"umrli.dojencki.na.1000.zivorojenih";0
"843";"Z";"KP";"2015";"povprecna.starost.umrlega";81,7
"844";"Z";"KP";"2016";"umrli.na.1000.prebivalcev";9,1
"845";"Z";"KP";"2016";"umrli.dojencki.na.1000.zivorojenih";4
"846";"Z";"KP";"2016";"povprecna.starost.umrlega";80,4
"847";"Z";"KP";"2017";"umrli.na.1000.prebivalcev";9,1
"848";"Z";"KP";"2017";"umrli.dojencki.na.1000.zivorojenih";0
"849";"Z";"KP";"2017";"povprecna.starost.umrlega";82,5
"850";"Z";"KP";"2018";"umrli.na.1000.prebivalcev";10,1
"851";"Z";"KP";"2018";"umrli.dojencki.na.1000.zivorojenih";0
"852";"Z";"KP";"2018";"povprecna.starost.umrlega";82
"853";"Z";"KP";"2019";"umrli.na.1000.prebivalcev";9,2
"854";"Z";"KP";"2019";"umrli.dojencki.na.1000.zivorojenih";4,6
"855";"Z";"KP";"2019";"povprecna.starost.umrlega";82,1
"856";"Z";"KP";"2020";"umrli.na.1000.prebivalcev";10,6
"857";"Z";"KP";"2020";"umrli.dojencki.na.1000.zivorojenih";2,2
"858";"Z";"KP";"2020";"povprecna.starost.umrlega";82,7
