"";"obcina";"leto";"spol";"stevilo.umrlih"
"1336";"Kamnik";"2011";"Z";106
"1337";"Kamnik";"2012";"M";132
"1338";"Kamnik";"2012";"Z";116
"1339";"Kamnik";"2013";"M";109
"1340";"Kamnik";"2013";"Z";126
"1341";"Kamnik";"2014";"M";112
"1342";"Kamnik";"2014";"Z";121
"1343";"Kamnik";"2015";"M";127
"1344";"Kamnik";"2015";"Z";136
"1345";"Kamnik";"2016";"M";106
"1346";"Kamnik";"2016";"Z";122
"1347";"Kamnik";"2017";"M";114
"1348";"Kamnik";"2017";"Z";121
"1349";"Kamnik";"2018";"M";104
"1350";"Kamnik";"2018";"Z";116
"1351";"Kamnik";"2019";"M";137
"1352";"Kamnik";"2019";"Z";128
"1353";"Kamnik";"2020";"M";137
"1354";"Kamnik";"2020";"Z";155
"1355";"Kanal";"2010";"M";28
"1356";"Kanal";"2010";"Z";24
"1357";"Kanal";"2011";"M";22
"1358";"Kanal";"2011";"Z";33
"1359";"Kanal";"2012";"M";43
"1360";"Kanal";"2012";"Z";26
"1361";"Kanal";"2013";"M";38
"1362";"Kanal";"2013";"Z";23
"1363";"Kanal";"2014";"M";31
"1364";"Kanal";"2014";"Z";28
"1365";"Kanal";"2015";"M";32
"1366";"Kanal";"2015";"Z";25
"1367";"Kanal";"2016";"M";33
"1368";"Kanal";"2016";"Z";26
"1369";"Kanal";"2017";"M";33
"1370";"Kanal";"2017";"Z";19
"1371";"Kanal";"2018";"M";34
"1372";"Kanal";"2018";"Z";25
"1373";"Kanal";"2019";"M";27
"1374";"Kanal";"2019";"Z";30
"1375";"Kanal";"2020";"M";33
"1376";"Kanal";"2020";"Z";23
"1377";"Kidričevo";"2010";"M";36
"1378";"Kidričevo";"2010";"Z";31
"1379";"Kidričevo";"2011";"M";31
"1380";"Kidričevo";"2011";"Z";37
"1381";"Kidričevo";"2012";"M";30
"1382";"Kidričevo";"2012";"Z";23
"1383";"Kidričevo";"2013";"M";35
"1384";"Kidričevo";"2013";"Z";37
"1385";"Kidričevo";"2014";"M";34
"1386";"Kidričevo";"2014";"Z";37
"1387";"Kidričevo";"2015";"M";37
"1388";"Kidričevo";"2015";"Z";46
"1389";"Kidričevo";"2016";"M";28
"1390";"Kidričevo";"2016";"Z";30
"1391";"Kidričevo";"2017";"M";26
"1392";"Kidričevo";"2017";"Z";49
"1393";"Kidričevo";"2018";"M";36
"1394";"Kidričevo";"2018";"Z";46
"1395";"Kidričevo";"2019";"M";36
"1396";"Kidričevo";"2019";"Z";37
"1397";"Kidričevo";"2020";"M";48
"1398";"Kidričevo";"2020";"Z";39
"1399";"Kobarid";"2010";"M";20
"1400";"Kobarid";"2010";"Z";22
"1401";"Kobarid";"2011";"M";22
"1402";"Kobarid";"2011";"Z";21
"1403";"Kobarid";"2012";"M";17
"1404";"Kobarid";"2012";"Z";27
"1405";"Kobarid";"2013";"M";23
"1406";"Kobarid";"2013";"Z";11
"1407";"Kobarid";"2014";"M";25
"1408";"Kobarid";"2014";"Z";27
"1409";"Kobarid";"2015";"M";24
"1410";"Kobarid";"2015";"Z";21
"1411";"Kobarid";"2016";"M";25
"1412";"Kobarid";"2016";"Z";22
"1413";"Kobarid";"2017";"M";32
"1414";"Kobarid";"2017";"Z";25
"1415";"Kobarid";"2018";"M";22
"1416";"Kobarid";"2018";"Z";18
"1417";"Kobarid";"2019";"M";25
"1418";"Kobarid";"2019";"Z";22
"1419";"Kobarid";"2020";"M";21
"1420";"Kobarid";"2020";"Z";19
"1421";"Kobilje";"2010";"M";2
"1422";"Kobilje";"2010";"Z";5
"1423";"Kobilje";"2011";"M";1
"1424";"Kobilje";"2011";"Z";4
"1425";"Kobilje";"2012";"M";2
"1426";"Kobilje";"2012";"Z";4
"1427";"Kobilje";"2013";"M";4
"1428";"Kobilje";"2013";"Z";3
"1429";"Kobilje";"2014";"M";1
"1430";"Kobilje";"2014";"Z";4
"1431";"Kobilje";"2015";"M";2
"1432";"Kobilje";"2015";"Z";1
"1433";"Kobilje";"2016";"M";3
"1434";"Kobilje";"2016";"Z";3
"1435";"Kobilje";"2017";"M";4
"1436";"Kobilje";"2017";"Z";2
"1437";"Kobilje";"2018";"M";5
"1438";"Kobilje";"2018";"Z";4
"1439";"Kobilje";"2019";"M";1
"1440";"Kobilje";"2019";"Z";1
"1441";"Kobilje";"2020";"M";3
"1442";"Kobilje";"2020";"Z";5
"1443";"Kočevje";"2010";"M";74
"1444";"Kočevje";"2010";"Z";77
"1445";"Kočevje";"2011";"M";87
"1446";"Kočevje";"2011";"Z";68
"1447";"Kočevje";"2012";"M";106
"1448";"Kočevje";"2012";"Z";80
"1449";"Kočevje";"2013";"M";87
"1450";"Kočevje";"2013";"Z";71
"1451";"Kočevje";"2014";"M";70
"1452";"Kočevje";"2014";"Z";85
"1453";"Kočevje";"2015";"M";79
"1454";"Kočevje";"2015";"Z";77
"1455";"Kočevje";"2016";"M";93
"1456";"Kočevje";"2016";"Z";72
"1457";"Kočevje";"2017";"M";80
"1458";"Kočevje";"2017";"Z";86
"1459";"Kočevje";"2018";"M";88
"1460";"Kočevje";"2018";"Z";91
"1461";"Kočevje";"2019";"M";76
"1462";"Kočevje";"2019";"Z";80
"1463";"Kočevje";"2020";"M";105
"1464";"Kočevje";"2020";"Z";118
"1465";"Komen";"2010";"M";6
"1466";"Komen";"2010";"Z";11
"1467";"Komen";"2011";"M";17
"1468";"Komen";"2011";"Z";12
"1469";"Komen";"2012";"M";14
"1470";"Komen";"2012";"Z";13
"1471";"Komen";"2013";"M";15
"1472";"Komen";"2013";"Z";17
"1473";"Komen";"2014";"M";16
"1474";"Komen";"2014";"Z";18
"1475";"Komen";"2015";"M";22
"1476";"Komen";"2015";"Z";11
"1477";"Komen";"2016";"M";18
"1478";"Komen";"2016";"Z";20
"1479";"Komen";"2017";"M";15
"1480";"Komen";"2017";"Z";12
"1481";"Komen";"2018";"M";20
"1482";"Komen";"2018";"Z";17
"1483";"Komen";"2019";"M";20
"1484";"Komen";"2019";"Z";13
"1485";"Komen";"2020";"M";19
"1486";"Komen";"2020";"Z";10
"1487";"Komenda";"2010";"M";13
"1488";"Komenda";"2010";"Z";20
"1489";"Komenda";"2011";"M";12
"1490";"Komenda";"2011";"Z";12
"1491";"Komenda";"2012";"M";18
"1492";"Komenda";"2012";"Z";21
"1493";"Komenda";"2013";"M";14
"1494";"Komenda";"2013";"Z";11
"1495";"Komenda";"2014";"M";12
"1496";"Komenda";"2014";"Z";15
"1497";"Komenda";"2015";"M";18
"1498";"Komenda";"2015";"Z";14
"1499";"Komenda";"2016";"M";13
"1500";"Komenda";"2016";"Z";14
"1501";"Komenda";"2017";"M";16
"1502";"Komenda";"2017";"Z";17
"1503";"Komenda";"2018";"M";15
"1504";"Komenda";"2018";"Z";12
"1505";"Komenda";"2019";"M";25
"1506";"Komenda";"2019";"Z";12
"1507";"Komenda";"2020";"M";17
"1508";"Komenda";"2020";"Z";16
"1509";"Koper";"2010";"M";229
"1510";"Koper";"2010";"Z";192
"1511";"Koper";"2011";"M";242
"1512";"Koper";"2011";"Z";209
"1513";"Koper";"2012";"M";196
"1514";"Koper";"2012";"Z";209
"1515";"Koper";"2013";"M";231
"1516";"Koper";"2013";"Z";212
"1517";"Koper";"2014";"M";212
"1518";"Koper";"2014";"Z";204
"1519";"Koper";"2015";"M";225
"1520";"Koper";"2015";"Z";205
"1521";"Koper";"2016";"M";232
"1522";"Koper";"2016";"Z";196
"1523";"Koper";"2017";"M";208
"1524";"Koper";"2017";"Z";234
"1525";"Koper";"2018";"M";236
"1526";"Koper";"2018";"Z";276
"1527";"Koper";"2019";"M";247
"1528";"Koper";"2019";"Z";242
"1529";"Koper";"2020";"M";245
"1530";"Koper";"2020";"Z";267
"1531";"Kostanjevica na Krki";"2010";"M";14
"1532";"Kostanjevica na Krki";"2010";"Z";12
"1533";"Kostanjevica na Krki";"2011";"M";5
"1534";"Kostanjevica na Krki";"2011";"Z";8
"1535";"Kostanjevica na Krki";"2012";"M";13
"1536";"Kostanjevica na Krki";"2012";"Z";14
"1537";"Kostanjevica na Krki";"2013";"M";13
"1538";"Kostanjevica na Krki";"2013";"Z";10
"1539";"Kostanjevica na Krki";"2014";"M";5
"1540";"Kostanjevica na Krki";"2014";"Z";6
"1541";"Kostanjevica na Krki";"2015";"M";11
"1542";"Kostanjevica na Krki";"2015";"Z";10
"1543";"Kostanjevica na Krki";"2016";"M";15
"1544";"Kostanjevica na Krki";"2016";"Z";11
"1545";"Kostanjevica na Krki";"2017";"M";12
"1546";"Kostanjevica na Krki";"2017";"Z";7
"1547";"Kostanjevica na Krki";"2018";"M";9
"1548";"Kostanjevica na Krki";"2018";"Z";5
"1549";"Kostanjevica na Krki";"2019";"M";10
"1550";"Kostanjevica na Krki";"2019";"Z";6
"1551";"Kostanjevica na Krki";"2020";"M";18
"1552";"Kostanjevica na Krki";"2020";"Z";11
"1553";"Kostel";"2010";"M";2
"1554";"Kostel";"2010";"Z";4
"1555";"Kostel";"2011";"M";4
"1556";"Kostel";"2011";"Z";7
"1557";"Kostel";"2012";"M";4
"1558";"Kostel";"2012";"Z";6
"1559";"Kostel";"2013";"M";1
"1560";"Kostel";"2013";"Z";3
"1561";"Kostel";"2014";"M";2
"1562";"Kostel";"2014";"Z";4
"1563";"Kostel";"2015";"M";3
"1564";"Kostel";"2015";"Z";3
"1565";"Kostel";"2016";"M";10
"1566";"Kostel";"2016";"Z";4
"1567";"Kostel";"2017";"M";6
"1568";"Kostel";"2017";"Z";4
"1569";"Kostel";"2018";"M";6
"1570";"Kostel";"2018";"Z";4
"1571";"Kostel";"2019";"M";5
"1572";"Kostel";"2019";"Z";2
"1573";"Kostel";"2020";"M";1
"1574";"Kostel";"2020";"Z";1
"1575";"Kozje";"2010";"M";10
"1576";"Kozje";"2010";"Z";11
"1577";"Kozje";"2011";"M";17
"1578";"Kozje";"2011";"Z";20
"1579";"Kozje";"2012";"M";18
"1580";"Kozje";"2012";"Z";23
"1581";"Kozje";"2013";"M";33
"1582";"Kozje";"2013";"Z";16
"1583";"Kozje";"2014";"M";17
"1584";"Kozje";"2014";"Z";28
"1585";"Kozje";"2015";"M";21
"1586";"Kozje";"2015";"Z";11
"1587";"Kozje";"2016";"M";11
"1588";"Kozje";"2016";"Z";12
"1589";"Kozje";"2017";"M";29
"1590";"Kozje";"2017";"Z";22
"1591";"Kozje";"2018";"M";20
"1592";"Kozje";"2018";"Z";9
"1593";"Kozje";"2019";"M";13
"1594";"Kozje";"2019";"Z";16
"1595";"Kozje";"2020";"M";20
"1596";"Kozje";"2020";"Z";13
"1597";"Kranj";"2010";"M";220
"1598";"Kranj";"2010";"Z";211
"1599";"Kranj";"2011";"M";213
"1600";"Kranj";"2011";"Z";187
"1601";"Kranj";"2012";"M";218
"1602";"Kranj";"2012";"Z";204
"1603";"Kranj";"2013";"M";204
"1604";"Kranj";"2013";"Z";210
"1605";"Kranj";"2014";"M";221
"1606";"Kranj";"2014";"Z";173
"1607";"Kranj";"2015";"M";198
"1608";"Kranj";"2015";"Z";193
"1609";"Kranj";"2016";"M";213
"1610";"Kranj";"2016";"Z";194
"1611";"Kranj";"2017";"M";208
"1612";"Kranj";"2017";"Z";204
"1613";"Kranj";"2018";"M";234
"1614";"Kranj";"2018";"Z";209
"1615";"Kranj";"2019";"M";221
"1616";"Kranj";"2019";"Z";190
"1617";"Kranj";"2020";"M";273
"1618";"Kranj";"2020";"Z";262
"1619";"Kranjska Gora";"2010";"M";20
"1620";"Kranjska Gora";"2010";"Z";24
"1621";"Kranjska Gora";"2011";"M";28
"1622";"Kranjska Gora";"2011";"Z";13
"1623";"Kranjska Gora";"2012";"M";32
"1624";"Kranjska Gora";"2012";"Z";20
"1625";"Kranjska Gora";"2013";"M";39
"1626";"Kranjska Gora";"2013";"Z";40
"1627";"Kranjska Gora";"2014";"M";34
"1628";"Kranjska Gora";"2014";"Z";41
"1629";"Kranjska Gora";"2015";"M";32
"1630";"Kranjska Gora";"2015";"Z";35
"1631";"Kranjska Gora";"2016";"M";35
"1632";"Kranjska Gora";"2016";"Z";32
"1633";"Kranjska Gora";"2017";"M";46
"1634";"Kranjska Gora";"2017";"Z";43
"1635";"Kranjska Gora";"2018";"M";38
"1636";"Kranjska Gora";"2018";"Z";39
"1637";"Kranjska Gora";"2019";"M";32
"1638";"Kranjska Gora";"2019";"Z";55
"1639";"Kranjska Gora";"2020";"M";44
"1640";"Kranjska Gora";"2020";"Z";58
"1641";"Križevci";"2010";"M";28
"1642";"Križevci";"2010";"Z";29
"1643";"Križevci";"2011";"M";20
"1644";"Križevci";"2011";"Z";19
"1645";"Križevci";"2012";"M";24
"1646";"Križevci";"2012";"Z";22
"1647";"Križevci";"2013";"M";21
"1648";"Križevci";"2013";"Z";20
"1649";"Križevci";"2014";"M";25
"1650";"Križevci";"2014";"Z";17
"1651";"Križevci";"2015";"M";37
"1652";"Križevci";"2015";"Z";26
"1653";"Križevci";"2016";"M";22
"1654";"Križevci";"2016";"Z";20
"1655";"Križevci";"2017";"M";28
"1656";"Križevci";"2017";"Z";19
"1657";"Križevci";"2018";"M";24
"1658";"Križevci";"2018";"Z";19
"1659";"Križevci";"2019";"M";34
"1660";"Križevci";"2019";"Z";21
"1661";"Križevci";"2020";"M";26
"1662";"Križevci";"2020";"Z";26
"1663";"Krško";"2010";"M";145
"1664";"Krško";"2010";"Z";130
"1665";"Krško";"2011";"M";124
"1666";"Krško";"2011";"Z";133
"1667";"Krško";"2012";"M";139
"1668";"Krško";"2012";"Z";133
"1669";"Krško";"2013";"M";130
"1670";"Krško";"2013";"Z";132
"1671";"Krško";"2014";"M";118
"1672";"Krško";"2014";"Z";119
"1673";"Krško";"2015";"M";105
"1674";"Krško";"2015";"Z";127
"1675";"Krško";"2016";"M";145
"1676";"Krško";"2016";"Z";112
"1677";"Krško";"2017";"M";120
"1678";"Krško";"2017";"Z";124
"1679";"Krško";"2018";"M";119
"1680";"Krško";"2018";"Z";119
"1681";"Krško";"2019";"M";142
"1682";"Krško";"2019";"Z";114
"1683";"Krško";"2020";"M";150
"1684";"Krško";"2020";"Z";146
"1685";"Kungota";"2010";"M";24
"1686";"Kungota";"2010";"Z";11
"1687";"Kungota";"2011";"M";21
"1688";"Kungota";"2011";"Z";15
"1689";"Kungota";"2012";"M";14
"1690";"Kungota";"2012";"Z";20
"1691";"Kungota";"2013";"M";14
"1692";"Kungota";"2013";"Z";14
"1693";"Kungota";"2014";"M";14
"1694";"Kungota";"2014";"Z";13
"1695";"Kungota";"2015";"M";23
"1696";"Kungota";"2015";"Z";23
"1697";"Kungota";"2016";"M";25
"1698";"Kungota";"2016";"Z";12
"1699";"Kungota";"2017";"M";19
"1700";"Kungota";"2017";"Z";18
"1701";"Kungota";"2018";"M";27
"1702";"Kungota";"2018";"Z";11
"1703";"Kungota";"2019";"M";27
"1704";"Kungota";"2019";"Z";28
"1705";"Kungota";"2020";"M";26
"1706";"Kungota";"2020";"Z";22
"1707";"Kuzma";"2010";"M";15
"1708";"Kuzma";"2010";"Z";19
"1709";"Kuzma";"2011";"M";7
"1710";"Kuzma";"2011";"Z";14
"1711";"Kuzma";"2012";"M";16
"1712";"Kuzma";"2012";"Z";16
"1713";"Kuzma";"2013";"M";13
"1714";"Kuzma";"2013";"Z";15
"1715";"Kuzma";"2014";"M";14
"1716";"Kuzma";"2014";"Z";9
"1717";"Kuzma";"2015";"M";11
"1718";"Kuzma";"2015";"Z";15
"1719";"Kuzma";"2016";"M";12
"1720";"Kuzma";"2016";"Z";15
"1721";"Kuzma";"2017";"M";15
"1722";"Kuzma";"2017";"Z";20
"1723";"Kuzma";"2018";"M";14
"1724";"Kuzma";"2018";"Z";21
"1725";"Kuzma";"2019";"M";17
"1726";"Kuzma";"2019";"Z";23
"1727";"Kuzma";"2020";"M";24
"1728";"Kuzma";"2020";"Z";23
"1729";"Laško";"2010";"M";102
"1730";"Laško";"2010";"Z";95
"1731";"Laško";"2011";"M";85
"1732";"Laško";"2011";"Z";75
"1733";"Laško";"2012";"M";83
"1734";"Laško";"2012";"Z";95
"1735";"Laško";"2013";"M";69
"1736";"Laško";"2013";"Z";77
"1737";"Laško";"2014";"M";74
"1738";"Laško";"2014";"Z";99
"1739";"Laško";"2015";"M";89
"1740";"Laško";"2015";"Z";96
"1741";"Laško";"2016";"M";73
"1742";"Laško";"2016";"Z";67
"1743";"Laško";"2017";"M";98
"1744";"Laško";"2017";"Z";90
"1745";"Laško";"2018";"M";79
"1746";"Laško";"2018";"Z";75
"1747";"Laško";"2019";"M";67
"1748";"Laško";"2019";"Z";83
"1749";"Laško";"2020";"M";92
"1750";"Laško";"2020";"Z";105
"1751";"Lenart";"2010";"M";51
"1752";"Lenart";"2010";"Z";55
"1753";"Lenart";"2011";"M";52
"1754";"Lenart";"2011";"Z";61
"1755";"Lenart";"2012";"M";58
"1756";"Lenart";"2012";"Z";58
"1757";"Lenart";"2013";"M";54
"1758";"Lenart";"2013";"Z";49
"1759";"Lenart";"2014";"M";51
"1760";"Lenart";"2014";"Z";80
"1761";"Lenart";"2015";"M";60
"1762";"Lenart";"2015";"Z";61
"1763";"Lenart";"2016";"M";67
"1764";"Lenart";"2016";"Z";67
"1765";"Lenart";"2017";"M";62
"1766";"Lenart";"2017";"Z";54
"1767";"Lenart";"2018";"M";65
"1768";"Lenart";"2018";"Z";55
"1769";"Lenart";"2019";"M";54
"1770";"Lenart";"2019";"Z";66
"1771";"Lenart";"2020";"M";81
"1772";"Lenart";"2020";"Z";74
"1773";"Lendava";"2010";"M";69
"1774";"Lendava";"2010";"Z";70
"1775";"Lendava";"2011";"M";70
"1776";"Lendava";"2011";"Z";73
"1777";"Lendava";"2012";"M";51
"1778";"Lendava";"2012";"Z";83
"1779";"Lendava";"2013";"M";69
"1780";"Lendava";"2013";"Z";68
"1781";"Lendava";"2014";"M";81
"1782";"Lendava";"2014";"Z";77
"1783";"Lendava";"2015";"M";53
"1784";"Lendava";"2015";"Z";71
"1785";"Lendava";"2016";"M";53
"1786";"Lendava";"2016";"Z";70
"1787";"Lendava";"2017";"M";57
"1788";"Lendava";"2017";"Z";65
"1789";"Lendava";"2018";"M";57
"1790";"Lendava";"2018";"Z";82
"1791";"Lendava";"2019";"M";73
"1792";"Lendava";"2019";"Z";96
"1793";"Lendava";"2020";"M";79
"1794";"Lendava";"2020";"Z";94
"1795";"Litija";"2010";"M";58
"1796";"Litija";"2010";"Z";44
"1797";"Litija";"2011";"M";63
"1798";"Litija";"2011";"Z";37
"1799";"Litija";"2012";"M";55
"1800";"Litija";"2012";"Z";35
"1801";"Litija";"2013";"M";49
"1802";"Litija";"2013";"Z";45
"1803";"Litija";"2014";"M";72
"1804";"Litija";"2014";"Z";40
"1805";"Litija";"2015";"M";62
"1806";"Litija";"2015";"Z";46
"1807";"Litija";"2016";"M";64
"1808";"Litija";"2016";"Z";60
"1809";"Litija";"2017";"M";63
"1810";"Litija";"2017";"Z";58
"1811";"Litija";"2018";"M";62
"1812";"Litija";"2018";"Z";58
"1813";"Litija";"2019";"M";77
"1814";"Litija";"2019";"Z";57
"1815";"Litija";"2020";"M";79
"1816";"Litija";"2020";"Z";82
"1817";"Ljubljana";"2010";"M";1144
"1818";"Ljubljana";"2010";"Z";1113
"1819";"Ljubljana";"2011";"M";1079
"1820";"Ljubljana";"2011";"Z";1100
"1821";"Ljubljana";"2012";"M";1071
"1822";"Ljubljana";"2012";"Z";1201
"1823";"Ljubljana";"2013";"M";1050
"1824";"Ljubljana";"2013";"Z";1192
"1825";"Ljubljana";"2014";"M";1046
"1826";"Ljubljana";"2014";"Z";1143
"1827";"Ljubljana";"2015";"M";1105
"1828";"Ljubljana";"2015";"Z";1148
"1829";"Ljubljana";"2016";"M";1037
"1830";"Ljubljana";"2016";"Z";1134
"1831";"Ljubljana";"2017";"M";1173
"1832";"Ljubljana";"2017";"Z";1227
"1833";"Ljubljana";"2018";"M";1207
"1834";"Ljubljana";"2018";"Z";1217
"1835";"Ljubljana";"2019";"M";1130
"1836";"Ljubljana";"2019";"Z";1252
"1837";"Ljubljana";"2020";"M";1362
"1838";"Ljubljana";"2020";"Z";1427
"1839";"Ljubno";"2010";"M";12
"1840";"Ljubno";"2010";"Z";14
"1841";"Ljubno";"2011";"M";11
"1842";"Ljubno";"2011";"Z";12
"1843";"Ljubno";"2012";"M";12
"1844";"Ljubno";"2012";"Z";13
"1845";"Ljubno";"2013";"M";14
"1846";"Ljubno";"2013";"Z";18
"1847";"Ljubno";"2014";"M";10
"1848";"Ljubno";"2014";"Z";13
"1849";"Ljubno";"2015";"M";13
"1850";"Ljubno";"2015";"Z";12
"1851";"Ljubno";"2016";"M";9
"1852";"Ljubno";"2016";"Z";13
"1853";"Ljubno";"2017";"M";12
"1854";"Ljubno";"2017";"Z";14
"1855";"Ljubno";"2018";"M";18
"1856";"Ljubno";"2018";"Z";10
"1857";"Ljubno";"2019";"M";12
"1858";"Ljubno";"2019";"Z";17
"1859";"Ljubno";"2020";"M";14
"1860";"Ljubno";"2020";"Z";12
"1861";"Ljutomer";"2010";"M";47
"1862";"Ljutomer";"2010";"Z";74
"1863";"Ljutomer";"2011";"M";66
"1864";"Ljutomer";"2011";"Z";71
"1865";"Ljutomer";"2012";"M";65
"1866";"Ljutomer";"2012";"Z";66
"1867";"Ljutomer";"2013";"M";66
"1868";"Ljutomer";"2013";"Z";73
"1869";"Ljutomer";"2014";"M";65
"1870";"Ljutomer";"2014";"Z";60
"1871";"Ljutomer";"2015";"M";53
"1872";"Ljutomer";"2015";"Z";56
"1873";"Ljutomer";"2016";"M";81
"1874";"Ljutomer";"2016";"Z";77
"1875";"Ljutomer";"2017";"M";56
"1876";"Ljutomer";"2017";"Z";76
"1877";"Ljutomer";"2018";"M";65
"1878";"Ljutomer";"2018";"Z";73
"1879";"Ljutomer";"2019";"M";82
"1880";"Ljutomer";"2019";"Z";69
"1881";"Ljutomer";"2020";"M";79
"1882";"Ljutomer";"2020";"Z";101
"1883";"Log - Dragomer";"2010";"M";11
"1884";"Log - Dragomer";"2010";"Z";4
"1885";"Log - Dragomer";"2011";"M";4
"1886";"Log - Dragomer";"2011";"Z";9
"1887";"Log - Dragomer";"2012";"M";13
"1888";"Log - Dragomer";"2012";"Z";8
"1889";"Log - Dragomer";"2013";"M";12
"1890";"Log - Dragomer";"2013";"Z";7
"1891";"Log - Dragomer";"2014";"M";17
"1892";"Log - Dragomer";"2014";"Z";13
"1893";"Log - Dragomer";"2015";"M";11
"1894";"Log - Dragomer";"2015";"Z";4
"1895";"Log - Dragomer";"2016";"M";13
"1896";"Log - Dragomer";"2016";"Z";11
"1897";"Log - Dragomer";"2017";"M";17
"1898";"Log - Dragomer";"2017";"Z";13
"1899";"Log - Dragomer";"2018";"M";18
"1900";"Log - Dragomer";"2018";"Z";11
"1901";"Log - Dragomer";"2019";"M";15
"1902";"Log - Dragomer";"2019";"Z";7
"1903";"Log - Dragomer";"2020";"M";24
"1904";"Log - Dragomer";"2020";"Z";12
"1905";"Logatec";"2010";"M";49
"1906";"Logatec";"2010";"Z";74
"1907";"Logatec";"2011";"M";56
"1908";"Logatec";"2011";"Z";66
"1909";"Logatec";"2012";"M";50
"1910";"Logatec";"2012";"Z";62
"1911";"Logatec";"2013";"M";53
"1912";"Logatec";"2013";"Z";70
"1913";"Logatec";"2014";"M";52
"1914";"Logatec";"2014";"Z";58
"1915";"Logatec";"2015";"M";53
"1916";"Logatec";"2015";"Z";69
"1917";"Logatec";"2016";"M";63
"1918";"Logatec";"2016";"Z";62
"1919";"Logatec";"2017";"M";56
"1920";"Logatec";"2017";"Z";68
"1921";"Logatec";"2018";"M";53
"1922";"Logatec";"2018";"Z";71
"1923";"Logatec";"2019";"M";72
"1924";"Logatec";"2019";"Z";81
"1925";"Logatec";"2020";"M";73
"1926";"Logatec";"2020";"Z";75
"1927";"Loška dolina";"2010";"M";10
"1928";"Loška dolina";"2010";"Z";14
"1929";"Loška dolina";"2011";"M";12
"1930";"Loška dolina";"2011";"Z";4
"1931";"Loška dolina";"2012";"M";22
"1932";"Loška dolina";"2012";"Z";17
"1933";"Loška dolina";"2013";"M";14
"1934";"Loška dolina";"2013";"Z";10
"1935";"Loška dolina";"2014";"M";18
"1936";"Loška dolina";"2014";"Z";13
"1937";"Loška dolina";"2015";"M";20
"1938";"Loška dolina";"2015";"Z";14
"1939";"Loška dolina";"2016";"M";18
"1940";"Loška dolina";"2016";"Z";12
"1941";"Loška dolina";"2017";"M";12
"1942";"Loška dolina";"2017";"Z";19
"1943";"Loška dolina";"2018";"M";21
"1944";"Loška dolina";"2018";"Z";17
"1945";"Loška dolina";"2019";"M";21
"1946";"Loška dolina";"2019";"Z";17
"1947";"Loška dolina";"2020";"M";18
"1948";"Loška dolina";"2020";"Z";17
"1949";"Loški Potok";"2010";"M";22
"1950";"Loški Potok";"2010";"Z";14
"1951";"Loški Potok";"2011";"M";11
"1952";"Loški Potok";"2011";"Z";27
"1953";"Loški Potok";"2012";"M";13
"1954";"Loški Potok";"2012";"Z";21
"1955";"Loški Potok";"2013";"M";19
"1956";"Loški Potok";"2013";"Z";20
"1957";"Loški Potok";"2014";"M";22
"1958";"Loški Potok";"2014";"Z";29
"1959";"Loški Potok";"2015";"M";19
"1960";"Loški Potok";"2015";"Z";22
"1961";"Loški Potok";"2016";"M";17
"1962";"Loški Potok";"2016";"Z";25
"1963";"Loški Potok";"2017";"M";15
"1964";"Loški Potok";"2017";"Z";14
"1965";"Loški Potok";"2018";"M";17
"1966";"Loški Potok";"2018";"Z";18
"1967";"Loški Potok";"2019";"M";26
"1968";"Loški Potok";"2019";"Z";17
"1969";"Loški Potok";"2020";"M";19
"1970";"Loški Potok";"2020";"Z";17
"1971";"Lovrenc na Pohorju";"2010";"M";22
"1972";"Lovrenc na Pohorju";"2010";"Z";16
"1973";"Lovrenc na Pohorju";"2011";"M";12
"1974";"Lovrenc na Pohorju";"2011";"Z";17
"1975";"Lovrenc na Pohorju";"2012";"M";12
"1976";"Lovrenc na Pohorju";"2012";"Z";11
"1977";"Lovrenc na Pohorju";"2013";"M";11
"1978";"Lovrenc na Pohorju";"2013";"Z";19
"1979";"Lovrenc na Pohorju";"2014";"M";19
"1980";"Lovrenc na Pohorju";"2014";"Z";14
"1981";"Lovrenc na Pohorju";"2015";"M";20
"1982";"Lovrenc na Pohorju";"2015";"Z";18
"1983";"Lovrenc na Pohorju";"2016";"M";10
"1984";"Lovrenc na Pohorju";"2016";"Z";21
"1985";"Lovrenc na Pohorju";"2017";"M";16
"1986";"Lovrenc na Pohorju";"2017";"Z";19
"1987";"Lovrenc na Pohorju";"2018";"M";22
"1988";"Lovrenc na Pohorju";"2018";"Z";16
"1989";"Lovrenc na Pohorju";"2019";"M";15
"1990";"Lovrenc na Pohorju";"2019";"Z";17
"1991";"Lovrenc na Pohorju";"2020";"M";18
"1992";"Lovrenc na Pohorju";"2020";"Z";16
"1993";"Luče";"2010";"M";9
"1994";"Luče";"2010";"Z";7
"1995";"Luče";"2011";"M";7
"1996";"Luče";"2011";"Z";4
"1997";"Luče";"2012";"M";11
"1998";"Luče";"2012";"Z";8
"1999";"Luče";"2013";"M";5
"2000";"Luče";"2013";"Z";5
"2001";"Luče";"2014";"M";7
"2002";"Luče";"2014";"Z";6
"2003";"Luče";"2015";"M";11
"2004";"Luče";"2015";"Z";5
"2005";"Luče";"2016";"M";6
"2006";"Luče";"2016";"Z";7
"2007";"Luče";"2017";"M";6
"2008";"Luče";"2017";"Z";3
"2009";"Luče";"2018";"M";5
"2010";"Luče";"2018";"Z";6
"2011";"Luče";"2019";"M";17
"2012";"Luče";"2019";"Z";6
"2013";"Luče";"2020";"M";7
